timestamp_utc,image_path,exists,suffix,file_size_bytes,open_ok,verify_ok,convert_ok,fallback_convert_ok,first_failed_stage,error_type,error_message,full_traceback
2026-02-11T17:02:15.576947+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/82/20200228_190334_forniceal_palpebral.png,True,.png,192633,False,False,False,False,open,UnidentifiedImageError,PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/82/20200228_190334_forniceal_palpebral.png',"Traceback (most recent call last):
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 78, in run_step
    fn()
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 110, in step_open
    with Image.open(path) as img:
         ^^^^^^^^^^^^^^^^
  File ""/home/sidharth/Desktop/MedGemma/.venv/lib/python3.12/site-packages/PIL/Image.py"", line 3579, in open
    raise UnidentifiedImageError(msg)
PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/82/20200228_190334_forniceal_palpebral.png'
"
2026-02-11T17:02:15.577228+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/82/20200228_190334_palpebral.png,True,.png,42413,False,False,False,False,open,UnidentifiedImageError,PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/82/20200228_190334_palpebral.png',"Traceback (most recent call last):
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 78, in run_step
    fn()
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 110, in step_open
    with Image.open(path) as img:
         ^^^^^^^^^^^^^^^^
  File ""/home/sidharth/Desktop/MedGemma/.venv/lib/python3.12/site-packages/PIL/Image.py"", line 3579, in open
    raise UnidentifiedImageError(msg)
PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/82/20200228_190334_palpebral.png'
"
2026-02-11T17:02:15.577478+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/84/20200224_154729_forniceal.png,True,.png,79343,True,True,True,False,,,,
2026-02-11T17:02:15.587187+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/84/20200224_154729_forniceal_palpebral.png,True,.png,245254,True,True,True,False,,,,
2026-02-11T17:02:15.599597+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/84/20200224_154729_palpebral.png,True,.png,57680,True,True,True,False,,,,
2026-02-11T17:02:15.608848+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/86/20200229_205445_forniceal.png,True,.png,229138,True,True,True,False,,,,
2026-02-11T17:02:15.620282+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/86/20200229_205445_forniceal_palpebral.png,True,.png,309281,True,True,True,False,,,,
2026-02-11T17:02:15.632463+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/86/20200229_205445_palpebral.png,True,.png,69449,True,True,True,False,,,,
2026-02-11T17:02:15.641916+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/9/20200131_205917_forniceal.png,True,.png,192946,True,True,True,False,,,,
2026-02-11T17:02:15.653190+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/9/20200131_205917_forniceal_palpebral.png,True,.png,192805,True,True,True,False,,,,
2026-02-11T17:02:15.664573+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/9/20200131_205917_palpebral.png,True,.png,81304,True,True,True,False,,,,
2026-02-11T17:02:15.674310+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/90/20200302_225922_forniceal.png,True,.png,120455,True,True,True,False,,,,
2026-02-11T17:02:15.684144+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/90/20200302_225922_forniceal_palpebral.png,True,.png,376531,True,True,True,False,,,,
2026-02-11T17:02:15.696432+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/90/20200302_225922_palpebral.png,True,.png,336900,True,True,True,False,,,,
2026-02-11T17:02:15.709837+00:00,/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/91/20200302_231050_forniceal.png,True,.png,87563,False,False,False,False,open,UnidentifiedImageError,PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/91/20200302_231050_forniceal.png',"Traceback (most recent call last):
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 78, in run_step
    fn()
  File ""/home/sidharth/Desktop/MedGemma/src/image_checking.py"", line 110, in step_open
    with Image.open(path) as img:
         ^^^^^^^^^^^^^^^^
  File ""/home/sidharth/Desktop/MedGemma/.venv/lib/python3.12/site-packages/PIL/Image.py"", line 3579, in open
    raise UnidentifiedImageError(msg)
PIL.UnidentifiedImageError: cannot identify image file '/home/sidharth/Desktop/MedGemma/Dataset/dataset anemia/India/Anemia/91/20200302_231050_forniceal.png'
"
